share_price,user_id,share_bought,transaction_id,stock_symbol
37.93,USR0015,266,2022051316524328900289,KLSE:B
39.63,USR0013,54,2022051316524328900290,KLSE:A
45.61,USR0013,266,2022051316524328900291,KLSE:S
24.31,USR0019,342,2022051316524328900292,KLSE:A
45.41,USR0005,249,2022051316524328900293,KLSE:I
47.55,USR0001,123,2022051316524328900294,KLSE:D
22.43,USR0013,124,2022051316524328900295,KLSE:T
26.99,USR0006,299,2022051316524328900296,KLSE:P
34.56,USR0015,236,2022051316524328900297,KLSE:T
19.1,USR0008,182,2022051316524328900298,KLSE:K
44.47,USR0020,390,2022051316524328900299,KLSE:B
25.3,USR0019,383,2022051316524328900300,KLSE:G
40.53,USR0004,426,2022051316524328900301,KLSE:D
35.82,USR0006,499,2022051316524328900302,KLSE:O
12.36,USR0014,86,2022051316524328900303,KLSE:F
41.89,USR0016,287,2022051316524328900304,KLSE:R
30.32,USR0019,67,2022051316524328900305,KLSE:B
40.95,USR0010,105,2022051316524328900306,KLSE:G
47.14,USR0019,263,2022051316524328900307,KLSE:A
20.86,USR0017,425,2022051316524328900308,KLSE:P
13.91,USR0002,347,2022051316524328900309,KLSE:A
23.42,USR0009,270,2022051316524328900310,KLSE:O
32.39,USR0010,333,2022051316524328900311,KLSE:K
46.1,USR0011,267,2022051316524328900312,KLSE:D
11.27,USR0018,206,2022051316524328900313,KLSE:M
27.8,USR0017,493,2022051316524328900314,KLSE:D
11.34,USR0004,346,2022051316524328900315,KLSE:M
35.06,USR0012,373,2022051316524328900316,KLSE:I
33.7,USR0019,411,2022051316524328900317,KLSE:A
49.53,USR0018,119,2022051316524328900318,KLSE:O
26.39,USR0018,58,2022051316524328900319,KLSE:O
11.07,USR0001,451,2022051316524328900320,KLSE:C
39.57,USR0010,488,2022051316524328900321,KLSE:A
29.09,USR0014,428,2022051316524328900322,KLSE:D
11.88,USR0010,304,2022051316524328900323,KLSE:F
22.57,USR0004,290,2022051316524328900324,KLSE:P
42.75,USR0009,250,2022051316524328900325,KLSE:N
44.58,USR0018,281,2022051316524328900326,KLSE:R
28.51,USR0020,469,2022051316524328900327,KLSE:R
16.55,USR0018,118,2022051316524328900328,KLSE:C
27.17,USR0011,299,2022051316524328900329,KLSE:F
23.41,USR0009,240,2022051316524328900330,KLSE:A
21.64,USR0005,147,2022051316524328900331,KLSE:L
48.88,USR0020,369,2022051316524328900332,KLSE:S
16.53,USR0019,63,2022051316524328900333,KLSE:B
19.98,USR0008,236,2022051316524328900334,KLSE:B
22.32,USR0015,484,2022051316524328900335,KLSE:A
26.27,USR0001,150,2022051316524328900336,KLSE:M
47.81,USR0014,57,2022051316524328900337,KLSE:R
18.3,USR0002,393,2022051316524328900338,KLSE:Q
19.99,USR0015,291,2022051316524328900339,KLSE:S
17.97,USR0007,361,2022051316524328900340,KLSE:S
24.74,USR0009,216,2022051316524328900341,KLSE:E
22.53,USR0019,122,2022051316524328900342,KLSE:T
22.49,USR0003,96,2022051316524328900343,KLSE:R
36.94,USR0005,239,2022051316524328900344,KLSE:I
31.45,USR0013,296,2022051316524328900345,KLSE:P
37.29,USR0015,240,2022051316524328900346,KLSE:B
36.37,USR0004,60,2022051316524328900347,KLSE:S
10.52,USR0014,442,2022051316524328900348,KLSE:T
23.27,USR0012,415,2022051316524328900349,KLSE:L
40.16,USR0008,439,2022051316524328900350,KLSE:Q
11.14,USR0014,347,2022051316524328900351,KLSE:M
46.08,USR0009,270,2022051316524328900352,KLSE:R
16.15,USR0010,233,2022051316524328900353,KLSE:K
47.91,USR0014,223,2022051316524328900354,KLSE:S
20.49,USR0017,128,2022051316524328900355,KLSE:N
12.76,USR0004,500,2022051316524328900356,KLSE:S
37.61,USR0011,76,2022051316524328900357,KLSE:A
23.54,USR0009,382,2022051316524328900358,KLSE:B
17.82,USR0005,211,2022051316524328900359,KLSE:H
49.74,USR0005,358,2022051316524328900360,KLSE:F
34.19,USR0018,229,2022051316524328900361,KLSE:N
14.55,USR0019,304,2022051316524328900362,KLSE:M
47.77,USR0014,387,2022051316524328900363,KLSE:D
11.01,USR0004,431,2022051316524328900364,KLSE:S
31.69,USR0006,302,2022051316524328900365,KLSE:D
41.2,USR0002,249,2022051316524328900366,KLSE:M
37.42,USR0015,93,2022051316524328900367,KLSE:H
48.28,USR0010,153,2022051316524328900368,KLSE:S
37.61,USR0014,157,2022051316524328900369,KLSE:E
16.28,USR0020,75,2022051316524328900370,KLSE:M
35.68,USR0006,265,2022051316524328900371,KLSE:F
31.83,USR0013,476,2022051316524328900372,KLSE:H
26.38,USR0007,366,2022051316524328900373,KLSE:I
38.32,USR0004,63,2022051316524328900374,KLSE:H
33.58,USR0012,109,2022051316524328900375,KLSE:J
38.24,USR0012,96,2022051316524328900376,KLSE:E
47.02,USR0002,142,2022051316524328900377,KLSE:L
13.88,USR0014,433,2022051316524328900378,KLSE:N
24.27,USR0016,262,2022051316524328900379,KLSE:F
20.55,USR0008,195,2022051316524328900380,KLSE:H
41.9,USR0019,373,2022051316524328900381,KLSE:T
46.16,USR0013,250,2022051316524328900382,KLSE:F
29.76,USR0004,454,2022051316524328900383,KLSE:P
24.03,USR0012,155,2022051316524328900384,KLSE:R
25.98,USR0018,334,2022051316524328900385,KLSE:L
34.95,USR0009,396,2022051316524328900386,KLSE:G
10.84,USR0019,439,2022051316524328900387,KLSE:K
10.72,USR0002,152,2022051316524328900388,KLSE:L
43.03,USR0003,367,2022051316524328900389,KLSE:D
12.58,USR0003,309,2022051316524328900390,KLSE:H
24.95,USR0012,328,2022051316524328900391,KLSE:P
23.32,USR0009,356,2022051316524328900392,KLSE:R
47.19,USR0009,240,2022051316524328900393,KLSE:H
21.35,USR0016,154,2022051316524328900394,KLSE:S
22.59,USR0007,122,2022051316524328900395,KLSE:I
13.12,USR0002,118,2022051316524328900396,KLSE:S
10.61,USR0004,387,2022051316524328900397,KLSE:G
19.33,USR0011,335,2022051316524328900398,KLSE:C
29.06,USR0014,225,2022051316524328900399,KLSE:C
49.17,USR0020,349,2022051316524328900400,KLSE:M
28.49,USR0001,247,2022051316524328900401,KLSE:E
25.73,USR0017,468,2022051316524328900402,KLSE:O
10.75,USR0017,390,2022051316524328900403,KLSE:M
37.34,USR0019,160,2022051316524328900404,KLSE:F
36.22,USR0002,459,2022051316524328900405,KLSE:T
37.6,USR0018,305,2022051316524328900406,KLSE:N
31.34,USR0010,160,2022051316524328900407,KLSE:K
25.54,USR0003,482,2022051316524328900408,KLSE:O
30.45,USR0014,59,2022051316524328900409,KLSE:M
27.73,USR0003,359,2022051316524328900410,KLSE:N
32.64,USR0008,396,2022051316524328900411,KLSE:E
19.7,USR0018,428,2022051316524328900412,KLSE:L
49.57,USR0005,403,2022051316524328900413,KLSE:J
16.68,USR0010,354,2022051316524328900414,KLSE:C
33.64,USR0006,216,2022051316524328900415,KLSE:D
47.04,USR0016,371,2022051316524328900416,KLSE:H
14.15,USR0003,154,2022051316524328900417,KLSE:J
38.27,USR0008,109,2022051316524328900418,KLSE:R
39.04,USR0011,405,2022051316524328900419,KLSE:N
13.1,USR0019,233,2022051316524328900420,KLSE:N
40.95,USR0015,204,2022051316524328900421,KLSE:L
13.81,USR0016,72,2022051316524328900422,KLSE:J
20.53,USR0002,195,2022051316524328900423,KLSE:T
30.09,USR0004,215,2022051316524328900424,KLSE:B
20.82,USR0005,298,2022051316524328900425,KLSE:A
35.5,USR0017,277,2022051316524328900426,KLSE:D
44.32,USR0013,465,2022051316524328900427,KLSE:S
47.53,USR0020,134,2022051316524328900428,KLSE:I
17.34,USR0016,341,2022051316524328900429,KLSE:S
31.15,USR0009,357,2022051316524328900430,KLSE:N
46.44,USR0012,101,2022051316524328900431,KLSE:C
41.58,USR0018,279,2022051316524328900432,KLSE:K
32.13,USR0017,102,2022051316524328900433,KLSE:F
43.09,USR0005,316,2022051316524328900434,KLSE:E
47.04,USR0015,382,2022051316524328900435,KLSE:N
34.65,USR0019,165,2022051316524328900436,KLSE:K
32.86,USR0015,120,2022051316524328900437,KLSE:F
31.28,USR0011,401,2022051316524328900438,KLSE:M
40.22,USR0005,176,2022051316524328900439,KLSE:E
32.1,USR0007,280,2022051316524328900440,KLSE:R
12.81,USR0013,419,2022051316524328900441,KLSE:I
12.47,USR0011,173,2022051316524328900442,KLSE:G
10.86,USR0018,449,2022051316524328900443,KLSE:R
40.81,USR0017,336,2022051316524328900444,KLSE:M
47.24,USR0017,79,2022051316524328900445,KLSE:E
46.32,USR0017,65,2022051316524328900446,KLSE:M
18.96,USR0005,392,2022051316524328900447,KLSE:K
23.76,USR0006,82,2022051316524328900448,KLSE:B
38.9,USR0005,393,2022051316524328900449,KLSE:L
18.62,USR0012,156,2022051316524328900450,KLSE:C
16.96,USR0009,183,2022051316524328900451,KLSE:G
14.03,USR0019,275,2022051316524328900452,KLSE:M
24.28,USR0006,406,2022051316524328900453,KLSE:L
12.93,USR0005,90,2022051316524328900454,KLSE:T
28.84,USR0015,161,2022051316524328900455,KLSE:R
35.44,USR0017,297,2022051316524328900456,KLSE:D
46.63,USR0002,435,2022051316524328900457,KLSE:B
25.92,USR0002,231,2022051316524328900458,KLSE:O
17.8,USR0015,192,2022051316524328900459,KLSE:C
27.08,USR0004,176,2022051316524328900460,KLSE:F
18.99,USR0012,77,2022051316524328900461,KLSE:O
34.34,USR0012,62,2022051316524328900462,KLSE:A
36.31,USR0020,457,2022051316524328900463,KLSE:L
20.25,USR0015,444,2022051316524328900464,KLSE:J
36.87,USR0013,425,2022051316524328900465,KLSE:B
46.34,USR0010,259,2022051316524328900466,KLSE:E
43.45,USR0010,487,2022051316524328900467,KLSE:M
18.87,USR0016,104,2022051316524328900468,KLSE:S
21.89,USR0005,438,2022051316524328900469,KLSE:T
39.11,USR0002,372,2022051316524328900470,KLSE:O
13.8,USR0015,247,2022051316524328900471,KLSE:N
19.56,USR0018,351,2022051316524328900472,KLSE:Q
17.58,USR0005,470,2022051316524328900473,KLSE:O
44.06,USR0015,139,2022051316524328900474,KLSE:G
40.03,USR0011,94,2022051316524328900475,KLSE:S
47.97,USR0005,363,2022051316524328900476,KLSE:P
48.83,USR0003,414,2022051316524328900477,KLSE:S
49.94,USR0005,416,2022051316524328900478,KLSE:Q
11.27,USR0018,366,2022051316524328900479,KLSE:R
39.38,USR0019,140,2022051316524328900480,KLSE:R
42.9,USR0001,372,2022051316524328900481,KLSE:G
45.26,USR0016,455,2022051316524328900482,KLSE:B
30.08,USR0012,163,2022051316524328900483,KLSE:I
22.96,USR0017,443,2022051316524328900484,KLSE:M
33.11,USR0007,145,2022051316524328900485,KLSE:R
43.32,USR0007,78,2022051316524328900486,KLSE:H
15.97,USR0013,52,2022051316524328900487,KLSE:K
30.95,USR0001,380,2022051316524328900488,KLSE:H
19.45,USR0005,159,2022051316524328900489,KLSE:S
47.94,USR0007,241,2022051316524328900490,KLSE:R
12.35,USR0020,209,2022051316524328900491,KLSE:C
49.67,USR0018,57,2022051316524328900492,KLSE:L
49.74,USR0018,476,2022051316524328900493,KLSE:H
12.3,USR0017,65,2022051316524328900494,KLSE:B
21.35,USR0015,418,2022051316524328900495,KLSE:T
11.14,USR0009,437,2022051316524328900496,KLSE:Q
16.63,USR0014,244,2022051316524328900497,KLSE:N
17.8,USR0011,426,2022051316524328900498,KLSE:A
14.82,USR0002,157,2022051316524328900499,KLSE:I
20.72,USR0020,373,2022051316524328900500,KLSE:J
42,USR0009,97,2022051316524328900501,KLSE:B
15.63,USR0002,159,2022051316524328900502,KLSE:P
16.77,USR0003,416,2022051316524328900503,KLSE:B
47.2,USR0009,328,2022051316524328900504,KLSE:L
13.91,USR0020,88,2022051316524328900505,KLSE:S
43.18,USR0003,255,2022051316524328900506,KLSE:M
40.12,USR0011,339,2022051316524328900507,KLSE:M
45.68,USR0010,327,2022051316524328900508,KLSE:S
15.31,USR0010,112,2022051316524328900509,KLSE:R
44.75,USR0014,151,2022051316524328900510,KLSE:R
38.71,USR0013,255,2022051316524328900511,KLSE:N
46.43,USR0012,377,2022051316524328900512,KLSE:B
46.92,USR0002,454,2022051316524328900513,KLSE:I
31.67,USR0013,98,2022051316524328900514,KLSE:S
36.46,USR0008,269,2022051316524328900515,KLSE:J
24.95,USR0007,74,2022051316524328900516,KLSE:O
